Fecha;Hora Movimiento HHMM;Clase de Vuelo;Clasificaci?n Vuelo;Tipo de Movimiento;Origen OACI;Destino OACI;Aerolinea Nombre;Aeronave;Aeronave APC
14/08/2014;10:50;Regular;Cabotaje;Aterrizaje;SABE;SAVT;Austral Líneas Aéreas;EMBRAER E-190;C
03/06/2017;12:19;Regular;Internacional;Aterrizaje;SUMU;SABE;Aerolíneas Argentinas;BOEING B-737;D
07/09/2017;22:30;Regular;Cabotaje;Despegue;SABE;SANL;Austral Líneas Aéreas;EMBRAER E-190;C
12/08/2015;01:54;Vuelo Privado con Matrícula Nacional;Cabotaje;Aterrizaje;SAME;SAEZ;N/A;LEARJET LJ-31;C
15/01/2017;20:16;Regular;Internacional;Despegue;SABE;SULS;Austral Líneas Aéreas;EMBRAER E-190;C
22/12/2015;00:16;Regular;Cabotaje;Despegue;SABE;SAME;LATAM Argentina;AIRBUS A-320;C
11/06/2016;19:22;Vuelo Privado con Matrícula Nacional;Cabotaje;Despegue;SAZY;SAZY;N/A;AERO BOERO AB11;A
03/01/2017;12:07;No Regular;Cabotaje;Aterrizaje;SANT;SARE;Andes Líneas Aéreas;MCDONNELL DOUGLAS MD80;C
07/12/2014;21:20;Regular;Internacional;Despegue;SAEZ;SBGR;TAM Linhas Aéreas;AIRBUS A-320;C
21/07/2017;20:02;Regular;Cabotaje;Despegue;SARC;SABE;Austral Líneas Aéreas;EMBRAER E-190;C
05/02/2018;02:38;Regular;Internacional;Aterrizaje;SCEL;SABE;Aerolíneas Argentinas;BOEING B-737;D
04/07/2017;20:32;Regular;Cabotaje;Despegue;SANU;SAME;LATAM Argentina;AIRBUS A-320;C
16/11/2017;05:46;Regular;Cabotaje;Despegue;SABE;SAWG;Aerolíneas Argentinas;BOEING B-737;D
23/02/2014;02:05;Regular;Internacional;Despegue;SAEZ;KMIA;LATAM Argentina;BOEING B-767;C
22/11/2015;23:09;Regular;Cabotaje;Aterrizaje;SACO;SAEZ;Aerolíneas Argentinas;BOEING B-737;D
22/02/2017;22:58;Regular;Cabotaje;Despegue;SANE;SABE;Austral Líneas Aéreas;EMBRAER E-190;C
20/10/2015;15:29;Vuelo Privado con Matrícula Nacional;Cabotaje;Aterrizaje;SABE;SAAR;N/A;LEARJET LJ-60;C
21/07/2015;19:12;Regular;Cabotaje;Aterrizaje;SAAV;SABE;SOL Líneas Aéreas;SAAB SF34;B
20/09/2014;10:25;No Regular;Internacional;Despegue;SAEZ;SBPS;Andes Líneas Aéreas;MCDONNELL DOUGLAS MD80;C
19/11/2015;10:20;Regular;Cabotaje;Aterrizaje;SACO;SABE;Austral Líneas Aéreas;EMBRAER E-190;C
27/02/2015;23:45;Regular;Internacional;Aterrizaje;SBGR;SAEZ;Qatar Airways;BOEING B-777;C
29/05/2016;06:05;Regular;Internacional;Aterrizaje;SVMI;SAEZ;Aerolíneas Argentinas;BOEING B-737;D
31/01/2014;00:22;No Regular;Cabotaje;Despegue;SABE;SAZM;N/A;BOMBARDIER CL-600;C
05/04/2014;21:37;Regular;Cabotaje;Despegue;SABE;SAAR;Austral Líneas Aéreas;EMBRAER E-190;C
28/10/2014;22:06;Regular;Cabotaje;Aterrizaje;SABE;SACO;Austral Líneas Aéreas;EMBRAER E-190;C
27/09/2017;18:49;Regular;Internacional;Despegue;SAEZ;SCEL;Sky Airline;AIRBUS A-320;C
18/03/2017;22:28;Regular;Internacional;Aterrizaje;KMIA;SAEZ;Aerolíneas Argentinas;AIRBUS A-330;C
17/08/2014;00:14;Regular;Cabotaje;Aterrizaje;SABE;SAZS;Aerolíneas Argentinas;BOEING B-737;D
14/07/2017;23:30;No Regular;Cabotaje;Aterrizaje;AR-0346;SABE;American Jet;FAIRCHILD SW4;B
28/12/2016;20:48;No Regular;Internacional;Despegue;SABE;SULS;N/A;LEARJET LJ-35;C
04/01/2017;22:26;Regular;Cabotaje;Aterrizaje;SARI;SAEZ;Aerolíneas Argentinas;BOEING B-737;C
08/04/2017;19:25;Regular;Cabotaje;Aterrizaje;SABE;SARI;Aerolíneas Argentinas;BOEING B-737;D
02/11/2016;10:46;Regular;Cabotaje;Despegue;SAEZ;SAVT;Aerolíneas Argentinas;BOEING B-737;D
24/03/2017;17:42;Regular;Cabotaje;Despegue;SAAR;SAWC;Aerolíneas Argentinas;BOEING B-737;C
12/06/2015;18:09;Regular;Cabotaje;Aterrizaje;SABE;SAVE;Austral Líneas Aéreas;EMBRAER E-190;C
14/08/2015;19:00;Vuelo Privado con Matrícula Nacional;Cabotaje;Aterrizaje;AR-0199;SAZG;N/A;AMERICAN LEGEND PA11;A
03/05/2017;22:10;No Regular;Cabotaje;Despegue;SABE;SATR;Avianca;BRITISH AEROSPACE JS32;C
08/01/2016;17:04;Regular;Cabotaje;Despegue;SAVC;SAWG;Austral Líneas Aéreas;EMBRAER E-190;C
30/01/2016;19:37;Regular;Cabotaje;Aterrizaje;SAWH;SAEZ;Aerolíneas Argentinas;AIRBUS A-330;C
17/11/2016;17:13;Regular;Cabotaje;Aterrizaje;SABE;SAMR;Austral Líneas Aéreas;EMBRAER E-190;C
11/06/2014;17:54;No Regular;Cabotaje;Aterrizaje;SAZB;SADF;N/A;FAIRCHILD SW4;B
05/10/2016;16:26;Vuelo Privado con Matrícula Nacional;Cabotaje;Despegue;SAOU;SADF;N/A;PIPER PA-46;A
13/01/2015;14:10;Regular;Internacional;Aterrizaje;SBSP;SAEZ;Gol Transportes Aéreos;BOEING B-737;D
11/05/2016;12:54;Regular;Cabotaje;Aterrizaje;SABE;SAME;Aerolíneas Argentinas;BOEING B-737;D
06/11/2014;20:36;Regular;Cabotaje;Aterrizaje;SASA;SABE;Aerolíneas Argentinas;BOEING B-737;D
17/02/2014;15:26;Regular;Cabotaje;Aterrizaje;SACO;SAME;SOL Líneas Aéreas;SAAB SF34;B
12/10/2016;11:08;Regular;Cabotaje;Despegue;SAEZ;SASA;Austral Líneas Aéreas;EMBRAER E-190;C
07/09/2017;11:30;Regular;Cabotaje;Aterrizaje;SABE;SACO;Aerolíneas Argentinas;BOEING B-737;D
12/01/2016;15:16;Regular;Cabotaje;Despegue;SABE;SAZS;Aerolíneas Argentinas;BOEING B-737;D
18/05/2014;15:15;Regular;Cabotaje;Despegue;SABE;SAZB;Aerolíneas Argentinas;BOEING B-737;D
16/01/2017;19:10;No Regular;Cabotaje;Aterrizaje;SABE;SANU;LATAM Argentina;AIRBUS A-320;C
02/12/2015;15:55;Regular;Internacional;Aterrizaje;SUMU;SABE;Austral Líneas Aéreas;EMBRAER E-190;C
23/12/2017;00:31;Regular;Cabotaje;Aterrizaje;SABE;SAZN;LATAM Argentina;AIRBUS A-320;C
28/09/2017;02:06;Regular;Cabotaje;Aterrizaje;SAZS;SAEZ;LATAM Argentina;AIRBUS A-320;C
25/01/2018;17:58;Regular;Cabotaje;Despegue;SAWH;SABE;Aerolíneas Argentinas;BOEING B-737;D
07/11/2016;22:01;Regular;Cabotaje;Despegue;SAWC;SABE;Aerolíneas Argentinas;BOEING B-737;D
15/01/2017;19:18;Regular;Cabotaje;Aterrizaje;SANH;SABE;Austral Líneas Aéreas;EMBRAER E-190;C
20/12/2016;19:53;Regular;Cabotaje;Aterrizaje;SABE;SANT;LATAM Argentina;AIRBUS A-320;C
29/07/2017;19:54;Vuelo Privado con Matrícula Nacional;Cabotaje;Aterrizaje;SADM;SADM;N/A;PIPER PA-28;A
18/10/2017;15:15;Vuelo Privado con Matrícula Nacional;Cabotaje;Despegue;SABE;SADF;N/A;LEARJET LJ-60;C
29/04/2014;19:50;Regular;Internacional;Despegue;SABE;SBGR;Aerolíneas Argentinas;BOEING B-737;C
14/02/2016;17:22;Regular;Internacional;Aterrizaje;SPJC;SAEZ;LATAM Argentina;AIRBUS A-320;C
25/09/2015;15:26;Regular;Cabotaje;Aterrizaje;SAWG;SAWE;LADE - Líneas Aéreas Del Estado;SAAB SF34;B
29/12/2017;18:41;Regular;Cabotaje;Despegue;SAWC;SAVT;Austral Líneas Aéreas;EMBRAER E-190;C
09/12/2014;15:24;No Regular;Internacional;Despegue;SAEZ;SPJC;LATAM;BOEING B-777;C
08/01/2015;15:27;Regular;Cabotaje;Despegue;SABE;SAZS;LATAM Argentina;AIRBUS A-320;C
22/05/2016;13:43;Regular;Internacional;Aterrizaje;SCEL;SABE;LATAM;AIRBUS A-320;C
22/03/2014;12:31;Regular;Internacional;Aterrizaje;KMIA;SAEZ;American Airlines;BOEING B-777;C
29/12/2016;19:36;Vuelo Privado con Matrícula Extranjera;Internacional;Despegue;SADF;SUAA;N/A;BEECHCRAFT BE90;B
27/01/2016;18:00;Vuelo Privado con Matrícula Nacional;Cabotaje;Despegue;SARE;AR-0052;N/A;CESSNA C-150;A
28/07/2014;13:57;Regular;Cabotaje;Aterrizaje;SAME;SABE;LATAM Argentina;AIRBUS A-320;C
14/02/2018;21:12;Regular;Cabotaje;Despegue;SANE;SABE;Aerolíneas Argentinas;BOEING B-737;D
14/09/2016;10:37;Regular;Cabotaje;Despegue;SAEZ;SAAR;Austral Líneas Aéreas;EMBRAER E-190;C
27/07/2015;19:01;Vuelo Privado con Matrícula Nacional;Internacional;Aterrizaje;SUCM;SADF;N/A;BEECHCRAFT BE55;B
09/11/2014;21:00;Vuelo Privado con Matrícula Nacional;Cabotaje;Aterrizaje;SACO;SAEZ;Línea Aérea SAPSA;FAIRCHILD SW4;B
11/08/2014;17:16;Regular;Cabotaje;Aterrizaje;SAME;SAZN;Aerolíneas Argentinas;BOEING B-737;C
26/11/2016;12:09;Regular;Cabotaje;Despegue;SAAR;SARI;Aerolíneas Argentinas;BOEING B-737;C
29/05/2017;07:07;Regular;Internacional;Despegue;SAEZ;SPJC;LATAM Ecuador;AIRBUS A-320;C
17/09/2014;12:00;Regular;Cabotaje;Despegue;SABE;SAZN;Aerolíneas Argentinas;BOEING B-737;D
30/07/2017;18:06;Vuelo Privado con Matrícula Extranjera;Internacional;Despegue;SAME;SCEL;N/A;GULFSTREAM AEROSPACE GLF3;C
16/01/2018;12:52;Regular;Cabotaje;Despegue;SARI;SACO;Austral Líneas Aéreas;EMBRAER E-190;C
31/12/2015;01:42;Regular;Internacional;Despegue;SAEZ;KJFK;American Airlines;BOEING B-777;C
19/01/2018;18:08;Vuelo Privado con Matrícula Nacional;N/A;Aterrizaje;N/A;SADF;N/A;BEECHCRAFT BE20;B
18/05/2017;17:52;Regular;Cabotaje;Aterrizaje;SAMR;SABE;Austral Líneas Aéreas;EMBRAER E-190;C
13/10/2017;21:04;Regular;Cabotaje;Aterrizaje;SABE;SASA;Aerolíneas Argentinas;BOEING B-737;D
11/06/2016;19:11;Regular;Internacional;Despegue;SABE;SBGL;Aerolíneas Argentinas;BOEING B-737;D
05/06/2014;12:18;Regular;Cabotaje;Despegue;SABE;SARI;LATAM Argentina;AIRBUS A-320;C
04/04/2014;16:09;Regular;Cabotaje;Aterrizaje;SAEZ;SAWH;Aerolíneas Argentinas;AIRBUS A-340;C
26/11/2017;19:52;Regular;Internacional;Despegue;SABE;SCEL;LATAM Argentina;AIRBUS A-320;C
08/11/2014;20:09;Regular;Cabotaje;Aterrizaje;SAVC;SABE;Aerolíneas Argentinas;BOEING B-737;C
01/11/2017;22:10;Regular;Cabotaje;Aterrizaje;SAZS;SAAR;Austral Líneas Aéreas;EMBRAER E-190;C
26/03/2015;16:08;Regular;Cabotaje;Aterrizaje;SAWH;SABE;Aerolíneas Argentinas;BOEING B-737;D
25/10/2014;00:56;Regular;Cabotaje;Aterrizaje;SAAP;SABE;Austral Líneas Aéreas;EMBRAER E-190;C
08/12/2016;16:25;Regular;Cabotaje;Aterrizaje;SABE;SAAV;Austral Líneas Aéreas;EMBRAER E-190;C
08/08/2016;15:16;No Regular;Cabotaje;Aterrizaje;SARE;SADF;N/A;BEECHCRAFT BE20;B
04/02/2016;23:08;Regular;Internacional;Aterrizaje;SBGR;SAEZ;Qatar Airways;BOEING B-777;C
06/05/2014;00:30;Regular;Cabotaje;Despegue;SABE;SANT;Aerolíneas Argentinas;BOEING B-737;C
03/05/2016;16:37;Vuelo Privado con Matrícula Nacional;Cabotaje;Despegue;SADF;SADF;N/A;PIPER PA-28;A
09/04/2016;11:51;Regular;Cabotaje;Aterrizaje;SABE;SAZB;Aerolíneas Argentinas;BOEING B-737;C
01/06/2016;01:44;Regular;Cabotaje;Despegue;SABE;SAWG;Aerolíneas Argentinas;BOEING B-737;D
07/08/2014;21:27;Regular;Cabotaje;Despegue;SABE;SANT;LATAM Argentina;AIRBUS A-320;C
14/02/2016;15:55;Regular;Internacional;Aterrizaje;SBGL;SABE;Aerolíneas Argentinas;BOEING B-737;D
31/10/2015;01:14;No Regular;Cabotaje;Despegue;SAZS;SABE;LATAM Argentina;AIRBUS A-320;C
29/08/2016;14:44;Regular;Internacional;Aterrizaje;SCEL;SACO;LATAM;AIRBUS A-320;C
11/04/2016;12:02;No Regular;Cabotaje;Despegue;SAZS;SACO;N/A;FAIRCHILD SW4;B
01/02/2014;03:01;Regular;Internacional;Aterrizaje;SBGR;SAAR;Gol Transportes Aéreos;BOEING B-737;D
09/06/2014;21:10;Regular;Internacional;Despegue;SAEZ;SBFL;Gol Transportes Aéreos;BOEING B-737;D
23/06/2015;21:16;Regular;Cabotaje;Aterrizaje;SACO;SAME;Austral Líneas Aéreas;EMBRAER E-190;C
27/03/2016;22:48;Regular;Cabotaje;Despegue;SABE;SAME;Aerolíneas Argentinas;BOEING B-737;C
02/10/2014;20:26;Regular;Cabotaje;Despegue;SABE;SASA;LATAM Argentina;AIRBUS A-320;C
29/03/2017;11:22;Regular;Cabotaje;Aterrizaje;SABE;SACO;Aerolíneas Argentinas;BOEING B-737;D
09/08/2016;19:08;Regular;Cabotaje;Aterrizaje;SABE;SAZS;LATAM Argentina;AIRBUS A-320;C
20/03/2016;09:09;Regular;Cabotaje;Despegue;SABE;SAME;Aerolíneas Argentinas;BOEING B-737;D
11/09/2017;08:10;Regular;Cabotaje;Despegue;SABE;SAWG;Aerolíneas Argentinas;BOEING B-737;D
22/09/2017;13:35;Vuelo Privado con Matrícula Nacional;Cabotaje;Aterrizaje;AR-0038;SADM;N/A;TECNAM P-2010;
10/01/2017;16:00;Regular;Cabotaje;Aterrizaje;SABE;SARI;LATAM Argentina;AIRBUS A-320;C
15/12/2015;20:05;Regular;Internacional;Despegue;SAEZ;SBGR;TAM Linhas Aéreas;AIRBUS A-320;C
21/03/2015;18:04;Regular;Internacional;Despegue;SABE;SBGR;TAM Linhas Aéreas;AIRBUS A-320;C
23/12/2015;18:24;Regular;Cabotaje;Aterrizaje;SABE;SARI;Aerolíneas Argentinas;BOEING B-737;D
30/11/2014;16:31;Regular;Internacional;Despegue;SAEZ;LEMD;Air Europa;AIRBUS A-330;C
19/12/2015;14:43;Vuelo Privado con Matrícula Extranjera;Cabotaje;Aterrizaje;SACO;SADF;N/A;LEARJET LJ-60;C
25/10/2017;16:27;Vuelo Privado con Matrícula Nacional;Cabotaje;Despegue;SAAR;SA05;N/A;ROBINSON Helicóptero;
11/07/2014;02:36;Regular;Cabotaje;Despegue;SASA;SABE;Aerolíneas Argentinas;BOEING B-737;C
17/01/2016;03:08;Regular;Internacional;Aterrizaje;MPTO;SACO;Copa Airlines;BOEING B-737;D
04/10/2015;03:56;Regular;Internacional;Despegue;SAEZ;SBFZ;Gol Transportes Aéreos;BOEING B-737;D
29/03/2014;14:05;Regular;Cabotaje;Aterrizaje;SABE;SAZN;LATAM Argentina;AIRBUS A-320;C
10/08/2016;08:22;Regular;Cabotaje;Despegue;SABE;SAWG;Aerolíneas Argentinas;BOEING B-737;C
14/01/2014;08:39;Regular;Cabotaje;Aterrizaje;SAVC;SABE;LATAM Argentina;AIRBUS A-320;C
10/12/2016;03:01;Regular;Internacional;Aterrizaje;SBGR;SAEZ;Gol Transportes Aéreos;BOEING B-737;D
06/10/2016;14:02;Regular;Cabotaje;Aterrizaje;SABE;SAOU;Austral Líneas Aéreas;EMBRAER E-190;C
02/05/2015;16:12;Regular;Cabotaje;Aterrizaje;SAWH;SABE;LATAM Argentina;AIRBUS A-320;C
03/10/2015;21:34;Regular;Internacional;Despegue;SABE;SUMU;Austral Líneas Aéreas;EMBRAER E-190;C
19/07/2016;18:54;Regular;Cabotaje;Despegue;SARP;SABE;Austral Líneas Aéreas;EMBRAER E-190;C
04/08/2015;10:55;Regular;Cabotaje;Despegue;SAEZ;SACO;Aerolíneas Argentinas;BOEING B-737;D
09/03/2017;21:32;Vuelo Privado con Matrícula Nacional;Cabotaje;Aterrizaje;SAOU;SADF;N/A;CESSNA Citation;B
27/11/2017;12:04;Vuelo Privado con Matrícula Nacional;Cabotaje;Despegue;SADF;SAZM;N/A;CESSNA Citation;B
28/03/2016;16:07;Vuelo Privado con Matrícula Nacional;Cabotaje;Aterrizaje;SARP;SADF;N/A;BEECHCRAFT BE90;B
26/02/2017;17:25;Regular;Cabotaje;Aterrizaje;SABE;SASJ;Austral Líneas Aéreas;EMBRAER E-190;C
04/12/2014;21:28;Regular;Cabotaje;Aterrizaje;SABE;SACO;Aerolíneas Argentinas;BOEING B-737;C
24/11/2016;08:35;Regular;Internacional;Despegue;SAEZ;SCEL;LATAM;AIRBUS A-320;C
31/03/2017;13:49;Vuelo Privado con Matrícula Nacional;Cabotaje;Aterrizaje;SAMR;SAMR;N/A;CESSNA C-172;A
06/05/2016;12:12;Regular;Cabotaje;Despegue;SAWG;SABE;Aerolíneas Argentinas;BOEING B-737;D
04/08/2015;15:45;Regular;Internacional;Aterrizaje;SUMU;SABE;Austral Líneas Aéreas;EMBRAER E-190;C
20/03/2016;02:59;Regular;Internacional;Despegue;SAEZ;KJFK;Aerolíneas Argentinas;AIRBUS A-330;C
30/09/2016;04:39;Regular;Cabotaje;Aterrizaje;SABE;SAWG;Austral Líneas Aéreas;EMBRAER E-190;C
26/12/2016;20:54;Regular;Cabotaje;Despegue;SABE;SASA;Aerolíneas Argentinas;BOEING B-737;D
19/01/2017;00:20;Regular;Cabotaje;Aterrizaje;SABE;SAOC;Austral Líneas Aéreas;EMBRAER E-190;C
16/09/2014;20:33;No Regular;Cabotaje;Despegue;SAVV;SABE;N/A;LEARJET LJ-35;C
13/04/2017;15:59;Vuelo Privado con Matrícula Nacional;Internacional;Aterrizaje;SULS;SABE;N/A;CESSNA Citation;B
15/09/2016;20:39;Vuelo Privado con Matrícula Nacional;Cabotaje;Aterrizaje;SAAR;SADF;N/A;CESSNA C-150;A
14/09/2015;01:41;Vuelo Privado con Matrícula Nacional;Cabotaje;Aterrizaje;SAAV;SADF;N/A;CESSNA Citation;B
04/08/2017;00:41;Regular;Cabotaje;Despegue;SANL;SABE;Aerolíneas Argentinas;BOEING B-737;C
02/03/2015;22:32;Regular;Cabotaje;Despegue;SAZM;SABE;SOL Líneas Aéreas;SAAB SF34;B
11/11/2016;17:54;Vuelo Privado con Matrícula Nacional;Internacional;Despegue;SADF;SULS;N/A;BEECHCRAFT BE55;B
13/01/2016;07:16;Regular;Internacional;Aterrizaje;SPJC;SAEZ;Avianca Perú;AIRBUS A-330;C
23/01/2016;12:10;Regular;Cabotaje;Despegue;SAEZ;SAWH;Andes Líneas Aéreas;MCDONNELL DOUGLAS MD80;C
18/05/2016;14:21;Regular;Cabotaje;Despegue;SAWG;SABE;Aerolíneas Argentinas;BOEING B-737;C
17/06/2015;13:47;Vuelo Privado con Matrícula Nacional;Cabotaje;Despegue;SAVE;SAZN;N/A;PIPER PA-28;A
07/04/2016;09:29;Regular;Internacional;Despegue;SABE;SBGL;Aerolíneas Argentinas;BOEING B-737;D
16/01/2016;10:20;Regular;Cabotaje;Despegue;SABE;SAZM;Aerolíneas Argentinas;BOEING B-737;C
15/03/2017;16:08;Regular;Internacional;Aterrizaje;SBGL;SABE;Aerolíneas Argentinas;BOEING B-737;D
02/08/2017;19:13;Regular;Internacional;Despegue;SABE;SBGR;Gol Transportes Aéreos;BOEING B-737;D
05/01/2016;00:23;Regular;Cabotaje;Aterrizaje;SAZM;SABE;Aerolíneas Argentinas;BOEING B-737;C
09/05/2017;14:52;Vuelo Privado con Matrícula Nacional;Cabotaje;Despegue;SADM;SADM;N/A;CESSNA C-150;A
18/08/2017;02:25;Regular;Internacional;Despegue;SAEZ;LEBL;Aerolíneas Argentinas;AIRBUS A-340;C
17/02/2016;19:43;Regular;Cabotaje;Despegue;SAWH;SAWC;Aerolíneas Argentinas;BOEING B-737;D
30/10/2016;20:10;Regular;Cabotaje;Aterrizaje;SAVE;SABE;Austral Líneas Aéreas;EMBRAER E-190;C
02/10/2016;10:37;Regular;Cabotaje;Aterrizaje;SAZN;SABE;LATAM Argentina;AIRBUS A-320;C
08/07/2016;15:40;Vuelo Privado con Matrícula Nacional;N/A;Aterrizaje;N/A;SADF;N/A;BEECHCRAFT BE90;B
04/08/2017;21:07;Regular;Internacional;Aterrizaje;SPJC;SAEZ;LATAM Perú;BOEING B-767;C
06/05/2015;21:17;Regular;Cabotaje;Aterrizaje;SACO;SABE;Aerolíneas Argentinas;BOEING B-737;D
10/09/2014;12:24;Regular;Cabotaje;Aterrizaje;SARE;SABE;Aerolíneas Argentinas;BOEING B-737;D
06/02/2017;00:26;Regular;Cabotaje;Aterrizaje;SAZN;SABE;LATAM Argentina;AIRBUS A-320;C
22/05/2017;22:13;Regular;Internacional;Aterrizaje;SUMU;SAEZ;LATAM Cargo Uruguay;FAIRCHILD SW3;B
04/08/2016;15:49;Regular;Internacional;Despegue;SAEZ;LIRF;Alitalia;BOEING B-777;C
15/07/2015;13:33;Regular;Cabotaje;Despegue;SABE;SAZM;SOL Líneas Aéreas;SAAB SF34;B
25/01/2015;20:37;Regular;Cabotaje;Aterrizaje;SABE;SAZS;LATAM Argentina;AIRBUS A-320;C
04/06/2016;21:34;Regular;Cabotaje;Despegue;SABE;SAME;LATAM Argentina;AIRBUS A-320;C
07/03/2014;22:42;Regular;Cabotaje;Aterrizaje;SANL;SABE;Austral Líneas Aéreas;EMBRAER E-190;C
10/10/2016;14:55;Regular;Cabotaje;Aterrizaje;SASA;SABE;Aerolíneas Argentinas;BOEING B-737;D
12/01/2017;13:22;Regular;Cabotaje;Despegue;SABE;SAAV;Austral Líneas Aéreas;EMBRAER E-190;C
25/01/2016;17:53;Regular;Cabotaje;Despegue;SABE;SANU;LATAM Argentina;AIRBUS A-320;C
19/01/2017;19:54;Vuelo Privado con Matrícula Nacional;Cabotaje;Aterrizaje;SADF;SABE;N/A;BOMBARDIER BD-700;C
09/09/2016;20:23;Regular;Cabotaje;Despegue;SAZS;SABE;LATAM Argentina;AIRBUS A-320;C
11/04/2016;00:13;Vuelo Privado con Matrícula Nacional;Cabotaje;Aterrizaje;SABE;SADF;N/A;CESSNA Citation;B
01/02/2016;20:50;Regular;Cabotaje;Despegue;SAWE;SABE;Aerolíneas Argentinas;BOEING B-737;C
04/08/2015;20:57;Regular;Cabotaje;Aterrizaje;SACO;SABE;Aerolíneas Argentinas;BOEING B-737;D
13/02/2016;22:36;Regular;Internacional;Despegue;SABE;SBGR;Aerolíneas Argentinas;BOEING B-737;C
04/02/2016;14:11;Regular;Internacional;Aterrizaje;KJFK;SAEZ;American Airlines;BOEING B-777;C
31/07/2017;14:55;Regular;Cabotaje;Despegue;SAEZ;SACO;Austral Líneas Aéreas;EMBRAER E-190;C
22/08/2016;15:49;Regular;Cabotaje;Aterrizaje;SABE;SARI;LATAM Argentina;AIRBUS A-320;C
19/07/2014;16:54;Vuelo Privado con Matrícula Nacional;Cabotaje;Despegue;SADF;SADF;N/A;CESSNA C-150;A
26/07/2014;23:10;No Regular;Cabotaje;Despegue;SAAP;SAAC;N/A;LEARJET LJ-60;C
12/01/2017;09:33;Regular;Cabotaje;Despegue;SABE;SACO;Aerolíneas Argentinas;BOEING B-737;D
11/07/2015;17:27;Regular;Cabotaje;Despegue;SABE;SARP;Aerolíneas Argentinas;BOEING B-737;C
11/05/2016;02:58;Regular;Cabotaje;Despegue;SABE;SAVC;Aerolíneas Argentinas;BOEING B-737;D
21/11/2015;13:49;Vuelo Privado con Matrícula Nacional;Cabotaje;Despegue;SADM;SAAG;N/A;CESSNA C-172;A
10/08/2016;22:58;Regular;Cabotaje;Despegue;SABE;SAME;Aerolíneas Argentinas;BOEING B-737;D
17/02/2018;15:01;Regular;Cabotaje;Despegue;SACO;SAWH;Austral Líneas Aéreas;EMBRAER E-190;C
24/06/2017;20:18;Vuelo Privado con Matrícula Nacional;Cabotaje;Aterrizaje;AR-0031;SADF;N/A;BEECHCRAFT BE55;A
18/07/2017;18:21;Vuelo Privado con Matrícula Nacional;Cabotaje;Despegue;SANU;SAME;N/A;BEECHCRAFT BE90;B
14/04/2014;03:10;Regular;Internacional;Aterrizaje;SVMI;SAEZ;Aerolíneas Argentinas;AIRBUS A-340;C
15/02/2015;17:37;Vuelo Privado con Matrícula Nacional;Internacional;Aterrizaje;SUSO;SARF;N/A;BEECHCRAFT BE55;B
22/04/2015;14:31;Regular;Cabotaje;Despegue;SABE;SANE;Aerolíneas Argentinas;BOEING B-737;C
01/11/2016;16:00;Regular;Cabotaje;Aterrizaje;SAZS;SAWC;Aerolíneas Argentinas;BOEING B-737;D
11/12/2017;10:07;Regular;Cabotaje;Despegue;SABE;SARE;Austral Líneas Aéreas;EMBRAER E-190;C
04/07/2017;13:28;Regular;Cabotaje;Despegue;SABE;SARI;Aerolíneas Argentinas;BOEING B-737;D
16/11/2017;02:35;Regular;Cabotaje;Aterrizaje;SAME;SABE;LATAM Argentina;AIRBUS A-320;C
14/05/2015;20:20;Vuelo Privado con Matrícula Nacional;Cabotaje;Despegue;SASA;SAST;N/A;LEARJET LJ-45;C
06/04/2015;16:23;Vuelo Privado con Matrícula Nacional;Cabotaje;Despegue;SADL;SADM;N/A;CESSNA C-150;A
16/08/2014;01:13;Regular;Internacional;Aterrizaje;SBGR;SAEZ;LATAM Argentina;BOEING B-767;C
29/08/2015;20:00;Regular;Internacional;Despegue;SABE;SGAS;Aerolíneas Argentinas;BOEING B-737;C
05/05/2017;15:20;Vuelo Privado con Matrícula Nacional;Cabotaje;Aterrizaje;SAZC;SAZR;N/A;PIPER PA-38;A
07/01/2014;10:30;Regular;Internacional;Despegue;SAEZ;SUMU;Austral Líneas Aéreas;EMBRAER E-190;C
12/01/2014;09:02;Regular;Cabotaje;Despegue;SABE;SAZM;Austral Líneas Aéreas;EMBRAER E-190;C
31/01/2014;11:18;Regular;Cabotaje;Despegue;SABE;SARP;Austral Líneas Aéreas;EMBRAER E-190;C
06/07/2016;02:32;Regular;Cabotaje;Aterrizaje;SABE;SAZN;Aerolíneas Argentinas;BOEING B-737;C
04/08/2016;08:11;Regular;Cabotaje;Despegue;SABE;SANU;Austral Líneas Aéreas;EMBRAER E-190;C
04/04/2015;13:30;Regular;Cabotaje;Despegue;SAZB;SABE;LATAM Argentina;AIRBUS A-320;C
05/05/2014;15:16;Regular;Internacional;Aterrizaje;SEGU;SAEZ;TAME;AIRBUS A-320;C
13/01/2016;00:24;Regular;Cabotaje;Aterrizaje;SAWC;SABE;Aerolíneas Argentinas;BOEING B-737;C
19/08/2017;01:38;Vuelo Privado con Matrícula Nacional;Cabotaje;Aterrizaje;SABE;SADF;N/A;LEARJET LJ-25;C
25/02/2016;11:19;Regular;Internacional;Despegue;SABE;SCEL;LATAM;AIRBUS A-320;C
25/07/2016;22:59;Regular;Cabotaje;Aterrizaje;SAVC;SAWG;Austral Líneas Aéreas;EMBRAER E-190;C
18/06/2017;14:25;Vuelo Privado con Matrícula Nacional;Cabotaje;Despegue;SADF;SACO;N/A;BEECHCRAFT BE20;B
08/10/2016;00:19;Regular;Cabotaje;Despegue;SAOU;SABE;Austral Líneas Aéreas;EMBRAER E-190;C
